Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
15th Street Cafe,78701,09/13/2012,93,"303 W 15TH ST
AUSTIN, TX 78701
(30.277553492000436, -97.74209889799965)",2801033,Routine Inspection
15th Street Cafe,78701,05/22/2013,91,"303 W 15TH ST
AUSTIN, TX 78701
(30.277553492000436, -97.74209889799965)",2801033,Routine Inspection
15th Street Cafe,78701,12/05/2013,97,"303 W 15TH ST
AUSTIN, TX 78701
(30.277553492000436, -97.74209889799965)",2801033,Routine Inspection
15th Street Cafe,78701,01/26/2012,93,"303 W 15TH ST
AUSTIN, TX 78701
(30.277553492000436, -97.74209889799965)",2801033,Routine Inspection
15th Street Cafe,78701,06/18/2014,97,"303 W 15TH ST
AUSTIN, TX 78701
(30.277553492000436, -97.74209889799965)",2801033,Routine Inspection
1st Food Mart,78704,06/17/2013,100,"1410 S 1ST ST
AUSTIN, TX 78704
(30.25030317900047, -97.75485926699969)",10677646,Routine Inspection
1st Food Mart,78704,01/16/2014,90,"1410 S 1ST ST
AUSTIN, TX 78704
(30.25030317900047, -97.75485926699969)",10677646,Routine Inspection
1st Food Mart,78704,07/29/2014,90,"1410 S 1ST ST
AUSTIN, TX 78704
(30.25030317900047, -97.75485926699969)",10677646,Routine Inspection
1st Food Mart,78704,07/26/2012,97,"1410 S 1ST ST
AUSTIN, TX 78704
(30.25030317900047, -97.75485926699969)",10677646,Routine Inspection
1st Food Mart,78704,02/14/2013,97,"1410 S 1ST ST
AUSTIN, TX 78704
(30.25030317900047, -97.75485926699969)",10677646,Routine Inspection
1-Stop Food Store,78751,07/11/2014,93,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.31234779300047, -97.71529912799969)",10632697,Routine Inspection
1-Stop Food Store,78751,06/26/2013,100,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.31234779300047, -97.71529912799969)",10632697,Routine Inspection
1-Stop Food Store,78751,03/21/2012,92,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.31234779300047, -97.71529912799969)",10632697,Routine Inspection
1-Stop Food Store,78751,01/08/2014,100,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.31234779300047, -97.71529912799969)",10632697,Routine Inspection
1-Stop Food Store,78751,09/13/2012,97,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.31234779300047, -97.71529912799969)",10632697,Routine Inspection
219 West ,78701,07/15/2014,74,"612 W 6TH ST
AUSTIN, TX 78701
(30.269827442000462, -97.74906328899965)",10679400,Routine Inspection
219 West ,78701,12/05/2012,86,"612 W 6TH ST
AUSTIN, TX 78701
(30.269827442000462, -97.74906328899965)",10679400,Routine Inspection
21st St. College House,78705,02/03/2012,91,"707 W 21ST ST
AUSTIN, TX 78705
(30.28407310300048, -97.7459129509997)",2800407,Routine Inspection
21st St. College House,78705,06/25/2013,91,"707 W 21ST ST
AUSTIN, TX 78705
(30.28407310300048, -97.7459129509997)",2800407,Routine Inspection
21st St. College House,78705,11/07/2012,92,"707 W 21ST ST
AUSTIN, TX 78705
(30.28407310300048, -97.7459129509997)",2800407,Routine Inspection
21st St. College House,78705,08/14/2014,97,"707 W 21ST ST
AUSTIN, TX 78705
(30.28407310300048, -97.7459129509997)",2800407,Routine Inspection
21st St. College House,78705,01/22/2014,100,"707 W 21ST ST
AUSTIN, TX 78705
(30.28407310300048, -97.7459129509997)",2800407,Routine Inspection
24 Diner,78703,04/09/2012,80,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.271764428000438, -97.75393859399969)",2800411,Routine Inspection
24 Diner,78703,02/04/2014,76,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.271764428000438, -97.75393859399969)",2800411,Routine Inspection
24 Diner,78703,01/24/2013,79,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.271764428000438, -97.75393859399969)",2800411,Routine Inspection
290 West Bar & Grill,78737,03/13/2013,100,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.210917035000477, -97.9689647509997)",2802301,Routine Inspection
290 West Bar & Grill,78737,10/30/2014,94,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.210917035000477, -97.9689647509997)",2802301,Routine Inspection
290 West Bar & Grill,78737,01/27/2012,96,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.210917035000477, -97.9689647509997)",2802301,Routine Inspection
290 West Bar & Grill,78737,09/17/2013,100,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.210917035000477, -97.9689647509997)",2802301,Routine Inspection
290 West Bar & Grill,78737,08/24/2012,97,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.210917035000477, -97.9689647509997)",2802301,Routine Inspection
290 West Bar & Grill,78737,05/21/2014,100,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.210917035000477, -97.9689647509997)",2802301,Routine Inspection
2 Dine 4 Fine Catering,78702,02/16/2012,94,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259426946000474, -97.70707990199969)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,02/25/2014,93,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259426946000474, -97.70707990199969)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,07/24/2014,100,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259426946000474, -97.70707990199969)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,08/17/2012,82,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259426946000474, -97.70707990199969)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,08/09/2013,93,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259426946000474, -97.70707990199969)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,02/13/2013,93,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259426946000474, -97.70707990199969)",2802035,Routine Inspection
2nd Street Market,78701,02/20/2014,88,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264001505000465, -97.74168983799967)",10003368,Routine Inspection
2nd Street Market,78701,10/14/2014,89,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264001505000465, -97.74168983799967)",10003368,Routine Inspection
2nd Street Market,78701,04/16/2013,94,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264001505000465, -97.74168983799967)",10003368,Routine Inspection
2nd Street Market,78701,02/24/2012,96,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264001505000465, -97.74168983799967)",10003368,Routine Inspection
2nd Street Market,78701,11/14/2012,85,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264001505000465, -97.74168983799967)",10003368,Routine Inspection
311 Club,78701,01/24/2013,94,"311 E 6TH ST
AUSTIN, TX 78701
(30.26724402600047, -97.73997754699968)",2800988,Routine Inspection
311 Club,78701,05/30/2012,82,"311 E 6TH ST
AUSTIN, TX 78701
(30.26724402600047, -97.73997754699968)",2800988,Routine Inspection
311 Club,78701,08/08/2013,93,"311 E 6TH ST
AUSTIN, TX 78701
(30.26724402600047, -97.73997754699968)",2800988,Routine Inspection
34th Street Cafe,78705,07/17/2012,97,"1005 W 34TH ST
AUSTIN, TX 78705
(30.302844925000443, -97.7451028969997)",2801118,Routine Inspection
34th Street Cafe,78705,10/10/2014,89,"1005 W 34TH ST
AUSTIN, TX 78705
(30.302844925000443, -97.7451028969997)",2801118,Routine Inspection
34th Street Cafe,78705,02/21/2013,88,"1005 W 34TH ST
AUSTIN, TX 78705
(30.302844925000443, -97.7451028969997)",2801118,Routine Inspection
34th Street Cafe,78705,03/24/2014,96,"1005 W 34TH ST
AUSTIN, TX 78705
(30.302844925000443, -97.7451028969997)",2801118,Routine Inspection
34th Street Cafe,78705,09/19/2013,77,"1005 W 34TH ST
AUSTIN, TX 78705
(30.302844925000443, -97.7451028969997)",2801118,Routine Inspection
34th Street Cafe,78705,12/29/2011,90,"1005 W 34TH ST
AUSTIN, TX 78705
(30.302844925000443, -97.7451028969997)",2801118,Routine Inspection
34th Street Catering,78705,09/19/2013,93,"1009 W 34TH ST
AUSTIN, TX 78705
(30.302975133000473, -97.7453725309997)",10006930,Routine Inspection
34th Street Catering,78705,12/29/2011,91,"1009 W 34TH ST
AUSTIN, TX 78705
(30.302975133000473, -97.7453725309997)",10006930,Routine Inspection
34th Street Catering,78705,02/21/2013,100,"1009 W 34TH ST
AUSTIN, TX 78705
(30.302975133000473, -97.7453725309997)",10006930,Routine Inspection
34th Street Catering,78705,03/24/2014,96,"1009 W 34TH ST
AUSTIN, TX 78705
(30.302975133000473, -97.7453725309997)",10006930,Routine Inspection
34th Street Catering,78705,07/17/2012,97,"1009 W 34TH ST
AUSTIN, TX 78705
(30.302975133000473, -97.7453725309997)",10006930,Routine Inspection
34th Street Catering,78705,10/10/2014,79,"1009 W 34TH ST
AUSTIN, TX 78705
(30.302975133000473, -97.7453725309997)",10006930,Routine Inspection
"360 Pizza, LLC",78731,01/22/2014,97,"6203 N CAPITAL OF TEXAS HWY NB Unit A100
AUSTIN, TX 78731
(30.36031152400045, -97.79013061399968)",10833958,Routine Inspection
"360 Pizza, LLC",78704,09/19/2014,82,"2107 KINNEY AVE
AUSTIN, TX 78704
(30.248244052000473, -97.77060865499965)",11062654,Routine Inspection
360 Uno Espresso & Vino,78746,02/27/2012,93,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.336444311000434, -97.80531538299965)",2802323,Routine Inspection
360 Uno Espresso & Vino,78746,05/28/2013,91,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.336444311000434, -97.80531538299965)",2802323,Routine Inspection
360 Uno Espresso & Vino,78746,12/27/2013,88,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.336444311000434, -97.80531538299965)",2802323,Routine Inspection
360 Uno Espresso & Vino,78746,06/25/2014,90,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.336444311000434, -97.80531538299965)",2802323,Routine Inspection
360 Uno Espresso & Vino,78746,10/25/2012,73,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.336444311000434, -97.80531538299965)",2802323,Routine Inspection
3M Austin Center,78726,08/27/2013,93,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.396043783000437, -97.84472918299969)",2800072,Routine Inspection
3M Austin Center,78726,04/03/2012,87,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.396043783000437, -97.84472918299969)",2800072,Routine Inspection
3M Austin Center,78726,03/20/2014,93,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.396043783000437, -97.84472918299969)",2800072,Routine Inspection
3M Austin Center,78726,11/05/2012,81,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.396043783000437, -97.84472918299969)",2800072,Routine Inspection
3M Austin Center,78726,08/19/2014,93,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.396043783000437, -97.84472918299969)",2800072,Routine Inspection
"4111 South First , LLC",78745,07/17/2013,100,"4111 S 1ST ST
AUSTIN, TX 78745
(30.224624579000476, -97.77062478699969)",10548679,Routine Inspection
"4111 South First , LLC",78745,01/08/2013,100,"4111 S 1ST ST
AUSTIN, TX 78745
(30.224624579000476, -97.77062478699969)",10548679,Routine Inspection
"4111 South First , LLC",78745,12/30/2011,87,"4111 S 1ST ST
AUSTIN, TX 78745
(30.224624579000476, -97.77062478699969)",10548679,Routine Inspection
"4111 South First , LLC",78745,02/27/2014,100,"4111 S 1ST ST
AUSTIN, TX 78745
(30.224624579000476, -97.77062478699969)",10548679,Routine Inspection
"4111 South First , LLC",78745,07/11/2012,97,"4111 S 1ST ST
AUSTIN, TX 78745
(30.224624579000476, -97.77062478699969)",10548679,Routine Inspection
"4111 South First , LLC",78745,10/14/2014,82,"4111 S 1ST ST
AUSTIN, TX 78745
(30.224624579000476, -97.77062478699969)",10548679,Routine Inspection
411 First Floor,78701,05/31/2013,86,"404 E 6TH ST
AUSTIN, TX 78701
(30.267027397000447, -97.73900271699966)",10586003,Routine Inspection
411 First Floor,78701,04/30/2012,96,"404 E 6TH ST
AUSTIN, TX 78701
(30.267027397000447, -97.73900271699966)",10586003,Routine Inspection
411 First Floor,78701,07/30/2014,100,"404 E 6TH ST
AUSTIN, TX 78701
(30.267027397000447, -97.73900271699966)",10586003,Routine Inspection
411 First Floor,78701,11/19/2012,93,"404 E 6TH ST
AUSTIN, TX 78701
(30.267027397000447, -97.73900271699966)",10586003,Routine Inspection
413 Bar,78701,07/10/2014,87,"413 E 6TH ST
AUSTIN, TX 78701
(30.266904103000456, -97.73877802199968)",10839037,Routine Inspection
413 Bar,78701,08/08/2013,93,"413 E 6TH ST
AUSTIN, TX 78701
(30.266904103000456, -97.73877802199968)",10839037,Routine Inspection
"512 on 6th, The",78701,10/23/2014,84,"408 E 6TH ST
AUSTIN, TX 78701
(30.266987067000457, -97.73886329099969)",10493313,Routine Inspection
"512 on 6th, The",78701,07/18/2013,78,"408 E 6TH ST
AUSTIN, TX 78701
(30.266987067000457, -97.73886329099969)",10493313,Routine Inspection
"512 on 6th, The",78701,05/30/2012,79,"408 E 6TH ST
AUSTIN, TX 78701
(30.266987067000457, -97.73886329099969)",10493313,Routine Inspection
"512 on 6th, The",78701,12/13/2012,91,"408 E 6TH ST
AUSTIN, TX 78701
(30.266987067000457, -97.73886329099969)",10493313,Routine Inspection
6M Grocery,78652,11/01/2012,94,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.140563316000453, -97.82814093399969)",2803436,Routine Inspection
6M Grocery,78652,03/30/2012,97,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.140563316000453, -97.82814093399969)",2803436,Routine Inspection
6M Grocery,78652,02/01/2013,100,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.140563316000453, -97.82814093399969)",2803436,Routine Inspection
6M Grocery,78652,01/17/2014,90,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.140563316000453, -97.82814093399969)",2803436,Routine Inspection
6M Grocery,78652,07/25/2014,100,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.140563316000453, -97.82814093399969)",2803436,Routine Inspection
6M Grocery,78652,07/31/2013,93,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.140563316000453, -97.82814093399969)",2803436,Routine Inspection
6 St Cool Store,78702,07/31/2014,92,"1900 E 6TH ST
AUSTIN, TX 78702
(30.261605912000448, -97.72229002099965)",10199624,Routine Inspection
6 St Cool Store,78702,04/05/2012,100,"1900 E 6TH ST
AUSTIN, TX 78702
(30.261605912000448, -97.72229002099965)",10199624,Routine Inspection
6 St Cool Store,78702,11/04/2013,100,"1900 E 6TH ST
AUSTIN, TX 78702
(30.261605912000448, -97.72229002099965)",10199624,Routine Inspection
6 St Cool Store,78702,10/17/2012,100,"1900 E 6TH ST
AUSTIN, TX 78702
(30.261605912000448, -97.72229002099965)",10199624,Routine Inspection
6 St Cool Store,78702,04/12/2013,100,"1900 E 6TH ST
AUSTIN, TX 78702
(30.261605912000448, -97.72229002099965)",10199624,Routine Inspection
7 Days Food Store,78745,05/31/2012,91,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.21055406600044, -97.78690998599967)",2804068,Routine Inspection
7 Days Food Store,78745,11/28/2012,91,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.21055406600044, -97.78690998599967)",2804068,Routine Inspection
7 Days Food Store,78745,11/22/2011,85,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.21055406600044, -97.78690998599967)",2804068,Routine Inspection
7 Days Food Store,78745,06/14/2013,91,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.21055406600044, -97.78690998599967)",2804068,Routine Inspection
7 Days Food Store,78745,12/13/2013,88,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.21055406600044, -97.78690998599967)",2804068,Routine Inspection
7 Days Food Store,78745,07/30/2014,88,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.21055406600044, -97.78690998599967)",2804068,Routine Inspection
7-Eleven,78701,08/26/2014,94,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281723599000486, -97.74203782699965)",10401573,Routine Inspection
7-Eleven,78753,09/08/2014,87,"10111 N LAMAR BLVD
AUSTIN, TX 78753
(30.370945933000485, -97.6925542359997)",10485525,Routine Inspection
7-Eleven,78704,10/18/2012,96,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.25296149300044, -97.76345874599969)",10479184,Routine Inspection
7-Eleven,78703,09/10/2014,100,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.28190796500047, -97.77587573499966)",10074325,Routine Inspection
7-Eleven,78741,10/27/2014,93,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.244863257000475, -97.72962083899967)",10132234,Routine Inspection
7-Eleven,78701,07/17/2013,74,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281723599000486, -97.74203782699965)",10401573,Routine Inspection
7-Eleven,78704,05/27/2014,90,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.25296149300044, -97.76345874599969)",10479184,Routine Inspection
7-Eleven,78703,09/12/2013,97,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.28190796500047, -97.77587573499966)",10074325,Routine Inspection
7-Eleven,78753,05/19/2014,71,"10111 N LAMAR BLVD
AUSTIN, TX 78753
(30.370945933000485, -97.6925542359997)",10485525,1st Follow Up to Routine of 50 - 69
7-Eleven,78741,05/21/2012,81,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.244863257000475, -97.72962083899967)",10132234,Routine Inspection
7-Eleven,78753,04/19/2012,91,"10111 N LAMAR BLVD
AUSTIN, TX 78753
(30.370945933000485, -97.6925542359997)",10485525,Routine Inspection
7-Eleven,78704,04/11/2013,92,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.25296149300044, -97.76345874599969)",10479184,Routine Inspection
7-Eleven,78703,07/24/2012,97,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.28190796500047, -97.77587573499966)",10074325,Routine Inspection
7-Eleven,78741,05/22/2014,86,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.244863257000475, -97.72962083899967)",10132234,Routine Inspection
7-Eleven,78704,10/04/2013,88,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.25296149300044, -97.76345874599969)",10479184,Routine Inspection
7-Eleven,78741,05/02/2013,97,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.244863257000475, -97.72962083899967)",10132234,Routine Inspection
7-Eleven,78745,11/21/2012,97,"8010 BRODIE LN
AUSTIN, TX 78745
(30.202846452000472, -97.83752626899968)",10138206,Routine Inspection
7-Eleven,78701,06/26/2012,100,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281723599000486, -97.74203782699965)",10401573,Routine Inspection
7-Eleven,78745,12/19/2013,100,"8010 BRODIE LN
AUSTIN, TX 78745
(30.202846452000472, -97.83752626899968)",10138206,Routine Inspection
7-Eleven,78701,02/25/2014,100,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281723599000486, -97.74203782699965)",10401573,Routine Inspection
7-Eleven,78745,03/14/2012,100,"8010 BRODIE LN
AUSTIN, TX 78745
(30.202846452000472, -97.83752626899968)",10138206,Routine Inspection
7-Eleven,78753,11/04/2013,90,"10111 N LAMAR BLVD
AUSTIN, TX 78753
(30.370945933000485, -97.6925542359997)",10485525,Routine Inspection
7-Eleven,78703,01/26/2012,94,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.28190796500047, -97.77587573499966)",10074325,Routine Inspection
7-Eleven,78745,06/18/2014,90,"8010 BRODIE LN
AUSTIN, TX 78745
(30.202846452000472, -97.83752626899968)",10138206,Routine Inspection
7-Eleven,78726,05/01/2012,90,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.454742171000476, -97.82656000299966)",10063456,Routine Inspection
7-Eleven,78726,10/31/2012,95,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.454742171000476, -97.82656000299966)",10063456,Routine Inspection
7-Eleven,78726,06/26/2014,93,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.454742171000476, -97.82656000299966)",10063456,Routine Inspection
7-Eleven,78753,05/07/2014,68,"10111 N LAMAR BLVD
AUSTIN, TX 78753
(30.370945933000485, -97.6925542359997)",10485525,Routine Inspection
7-Eleven,78745,06/21/2013,100,"8010 BRODIE LN
AUSTIN, TX 78745
(30.202846452000472, -97.83752626899968)",10138206,Routine Inspection
7-Eleven,78704,05/04/2012,85,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.25296149300044, -97.76345874599969)",10479184,Routine Inspection
7-Eleven,78741,11/06/2012,97,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.244863257000475, -97.72962083899967)",10132234,Routine Inspection
7-Eleven,78726,07/19/2013,97,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.454742171000476, -97.82656000299966)",10063456,Routine Inspection
7-Eleven,78701,01/02/2013,94,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281723599000486, -97.74203782699965)",10401573,Routine Inspection
7-Eleven,78753,10/18/2012,83,"10111 N LAMAR BLVD
AUSTIN, TX 78753
(30.370945933000485, -97.6925542359997)",10485525,Routine Inspection
7-Eleven,78703,03/19/2014,94,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.28190796500047, -97.77587573499966)",10074325,Routine Inspection
7-Eleven,78701,12/28/2011,88,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281723599000486, -97.74203782699965)",10401573,Routine Inspection
7-Eleven,78741,10/31/2013,91,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.244863257000475, -97.72962083899967)",10132234,Routine Inspection
7-Eleven,78703,02/14/2013,97,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.28190796500047, -97.77587573499966)",10074325,Routine Inspection
7-Eleven,78741,11/30/2011,90,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.244863257000475, -97.72962083899967)",10132234,Routine Inspection
7-Eleven,78753,04/17/2013,85,"10111 N LAMAR BLVD
AUSTIN, TX 78753
(30.370945933000485, -97.6925542359997)",10485525,Routine Inspection
7-Eleven,78726,01/22/2014,100,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.454742171000476, -97.82656000299966)",10063456,Routine Inspection
7-Eleven #12702,78741,02/04/2013,92,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.23242437500045, -97.73724087799968)",10599390,Routine Inspection
7-Eleven #12702,78741,02/19/2014,87,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.23242437500045, -97.73724087799968)",10599390,Routine Inspection
7-Eleven #12702,78741,01/31/2012,85,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.23242437500045, -97.73724087799968)",10599390,Routine Inspection
7-Eleven #12702,78741,08/22/2014,87,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.23242437500045, -97.73724087799968)",10599390,Routine Inspection
7-Eleven #12702,78741,07/31/2012,82,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.23242437500045, -97.73724087799968)",10599390,Routine Inspection
7-Eleven #12702,78741,08/12/2013,84,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.23242437500045, -97.73724087799968)",10599390,Routine Inspection
7-Eleven #12705,78701,01/21/2014,97,"408 W 15TH ST
AUSTIN, TX 78701
(30.278217206000477, -97.74377316399966)",10207779,Routine Inspection
7-Eleven #12705,78701,07/12/2013,84,"408 W 15TH ST
AUSTIN, TX 78701
(30.278217206000477, -97.74377316399966)",10207779,Routine Inspection
7-Eleven #12705,78701,07/20/2012,97,"408 W 15TH ST
AUSTIN, TX 78701
(30.278217206000477, -97.74377316399966)",10207779,Routine Inspection
7-Eleven #12705,78701,07/29/2014,96,"408 W 15TH ST
AUSTIN, TX 78701
(30.278217206000477, -97.74377316399966)",10207779,Routine Inspection
7-Eleven #12705,78701,01/18/2012,100,"408 W 15TH ST
AUSTIN, TX 78701
(30.278217206000477, -97.74377316399966)",10207779,Routine Inspection
7-Eleven #12705,78701,01/04/2013,94,"408 W 15TH ST
AUSTIN, TX 78701
(30.278217206000477, -97.74377316399966)",10207779,Routine Inspection
7-Eleven  #208,78759,02/21/2014,83,"11643 RESEARCH BLVD NB Unit B
AUSTIN, TX 78759
(30.416499563000457, -97.74593256299966)",10874481,Routine Inspection
7-Eleven  #208,78759,08/27/2014,93,"11643 RESEARCH BLVD NB Unit B
AUSTIN, TX 78759
(30.416499563000457, -97.74593256299966)",10874481,Routine Inspection
7-Eleven  #208,78759,08/30/2013,100,"11643 RESEARCH BLVD NB Unit B
AUSTIN, TX 78759
(30.416499563000457, -97.74593256299966)",10874481,Routine Inspection
7-Eleven #22245,78704,04/30/2014,100,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.243239692000486, -97.75201082599966)",10159452,Routine Inspection
7-Eleven #22245,78704,04/29/2013,100,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.243239692000486, -97.75201082599966)",10159452,Routine Inspection
7-Eleven #22245,78704,05/01/2012,97,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.243239692000486, -97.75201082599966)",10159452,Routine Inspection
7-Eleven #22245,78704,10/31/2013,97,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.243239692000486, -97.75201082599966)",10159452,Routine Inspection
7-Eleven #22245,78704,10/31/2012,90,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.243239692000486, -97.75201082599966)",10159452,Routine Inspection
7-Eleven #23807,78745,07/23/2014,88,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.209097581000435, -97.80457561799966)",10322285,Routine Inspection
7-Eleven #23807,78745,05/15/2012,96,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.209097581000435, -97.80457561799966)",10322285,Routine Inspection
7-Eleven #23807,78745,11/20/2012,97,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.209097581000435, -97.80457561799966)",10322285,Routine Inspection
7-Eleven #23807,78745,12/12/2013,93,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.209097581000435, -97.80457561799966)",10322285,Routine Inspection
7-Eleven #23807,78745,05/22/2013,93,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.209097581000435, -97.80457561799966)",10322285,Routine Inspection
7-Eleven #24397,78757,06/19/2014,97,"5901 BURNET RD
AUSTIN, TX 78757
(30.335014329000444, -97.73975976599968)",10750504,Routine Inspection
7-Eleven #24397,78757,09/19/2013,100,"5901 BURNET RD
AUSTIN, TX 78757
(30.335014329000444, -97.73975976599968)",10750504,Routine Inspection
7-Eleven #24397,78757,02/22/2013,84,"5901 BURNET RD
AUSTIN, TX 78757
(30.335014329000444, -97.73975976599968)",10750504,Routine Inspection
7 Eleven # 32248,78717,09/12/2014,97,"14016 N FM 620 RD
AUSTIN, TX 78717
(30.490713033000475, -97.76505815999968)",10886896,Routine Inspection
7 Eleven # 32248,78717,03/11/2014,88,"14016 N FM 620 RD
AUSTIN, TX 78717
(30.490713033000475, -97.76505815999968)",10886896,Routine Inspection
7-Eleven #35792,78744,03/17/2014,85,"1901 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.188414123000484, -97.76558816299968)",10763496,Routine Inspection
7-Eleven #35792,78744,10/01/2013,90,"1901 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.188414123000484, -97.76558816299968)",10763496,Routine Inspection
7-Eleven #35792,78744,03/26/2013,82,"1901 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.188414123000484, -97.76558816299968)",10763496,Routine Inspection
